Specimen_Number,Specimen_Part,Identified_Name,Accepted_Name,Accepted_Rank,Length,Width,Height,Circumference,Genus,Longitude,Latitude
86203,femur,UNKNOWN,Kentrosaurus aethiopicus,species,614.4,,,,Kentrosaurus,,
86204,femur,UNKNOWN,Kentrosaurus aethiopicus,species,614.6,,,,Kentrosaurus,,
86205,femur,UNKNOWN,Kentrosaurus aethiopicus,species,616,,,,Kentrosaurus,,
86206,femur,UNKNOWN,Kentrosaurus aethiopicus,species,620.4,,,,Kentrosaurus,,
86207,femur,UNKNOWN,Kentrosaurus aethiopicus,species,624.9,,,,Kentrosaurus,,
86208,femur,UNKNOWN,Kentrosaurus aethiopicus,species,626.3,,,,Kentrosaurus,,
86209,femur,UNKNOWN,Kentrosaurus aethiopicus,species,626.3,,,,Kentrosaurus,,
86210,femur,UNKNOWN,Kentrosaurus aethiopicus,species,631.9,,,,Kentrosaurus,,
86211,femur,UNKNOWN,Kentrosaurus aethiopicus,species,639.5,,,,Kentrosaurus,,
86212,femur,UNKNOWN,Kentrosaurus aethiopicus,species,644.3,,,,Kentrosaurus,,
86213,femur,UNKNOWN,Kentrosaurus aethiopicus,species,649.4,,,,Kentrosaurus,,
86214,femur,UNKNOWN,Kentrosaurus aethiopicus,species,653.6,,,,Kentrosaurus,,
86215,femur,UNKNOWN,Kentrosaurus aethiopicus,species,673,,,,Kentrosaurus,,
86216,femur,UNKNOWN,Kentrosaurus aethiopicus,species,791.5,,,,Kentrosaurus,,
87669,tibia,n. gen. Draconyx n. sp. loureiroi,Draconyx loureiroi,species,,,111,,Draconyx,-9.334167,39.283611
69142,skull,UNKNOWN,Pachycephalosaurus,genus,420,,110,,Pachycephalosaurus,,
128954,skull,n. gen. Dromaeosaurus n. sp. albertensis,Dromaeosaurus albertensis,species,240,,,,Dromaeosaurus,-111.620003,50.599998
18607,femur,Dromiceiomimus brevitertius,Ornithomimus edmontonicus,species,392,,,100,Ornithomimus,-112.958298,51.935501
18608,tibia,Dromiceiomimus brevitertius,Ornithomimus edmontonicus,species,436,,,92,Ornithomimus,-112.958298,51.935501
18609,femur,UNKNOWN,Ornithomimus edmontonicus,species,451,,,132,Ornithomimus,,
18610,tibia,UNKNOWN,Ornithomimus edmontonicus,species,537,,,113,Ornithomimus,,
18611,fibula,UNKNOWN,Ornithomimus edmontonicus,species,507,,,30,Ornithomimus,,
18617,femur,UNKNOWN,Ornithomimus edmontonicus,species,443,,,107,Ornithomimus,,
18618,tibia,UNKNOWN,Ornithomimus edmontonicus,species,498,,,97,Ornithomimus,,
18619,fibula,UNKNOWN,Ornithomimus edmontonicus,species,431,,,28,Ornithomimus,,
18620,femur,UNKNOWN,Ornithomimus edmontonicus,species,497,,,143,Ornithomimus,,
18749,tibia,Ornithomimus sp.,Ornithomimus,genus,505,,35,,Ornithomimus,-111.856903,37.631302
18956,humerus,Ornithomimus n. sp. edmontonicus,Ornithomimus edmontonicus,species,280,,,,Ornithomimus,-112.865601,51.615398
18957,ulna,Ornithomimus n. sp. edmontonicus,Ornithomimus edmontonicus,species,215,,,,Ornithomimus,-112.865601,51.615398
18958,radius,Ornithomimus n. sp. edmontonicus,Ornithomimus edmontonicus,species,195,,,,Ornithomimus,-112.865601,51.615398
18959,femur,Ornithomimus n. sp. edmontonicus,Ornithomimus edmontonicus,species,310,,,,Ornithomimus,-112.865601,51.615398
18960,tibia,Ornithomimus n. sp. edmontonicus,Ornithomimus edmontonicus,species,455,,,,Ornithomimus,-112.865601,51.615398
18961,femur,Struthiomimus n. sp. brevetertius,Ornithomimus edmontonicus,species,390,,,,Ornithomimus,-112.865601,51.542702
18962,tibia,Struthiomimus n. sp. brevetertius,Ornithomimus edmontonicus,species,483,,,,Ornithomimus,-112.865601,51.542702
80513,skull,Struthiomimus n. sp. samueli,Ornithomimus edmontonicus,species,258,,,,Ornithomimus,-111.597153,50.806515
80514,scapula,Struthiomimus n. sp. samueli,Ornithomimus edmontonicus,species,317,,,,Ornithomimus,-111.597153,50.806515
80515,humerus,Struthiomimus n. sp. samueli,Ornithomimus edmontonicus,species,294,,,,Ornithomimus,-111.597153,50.806515
80516,radius,Struthiomimus n. sp. samueli,Ornithomimus edmontonicus,species,270,,,,Ornithomimus,-111.597153,50.806515
80517,ulna,Struthiomimus n. sp. samueli,Ornithomimus edmontonicus,species,280,,,,Ornithomimus,-111.597153,50.806515
81915,scapula,n. gen. Drusilasaura n. sp. deseadensis,Drusilasaura deseadensis,species,1430,,,,Drusilasaura,-69.665276,-46.718056
18916,humerus,Laosaurus n. sp. altus,Dryosaurus altus,species,190,,,,Dryosaurus,-106.078903,41.878601
18917,radius,Laosaurus n. sp. altus,Dryosaurus altus,species,150,,,,Dryosaurus,-106.078903,41.878601
18918,tibia,Laosaurus n. sp. altus,Dryosaurus altus,species,393,,,,Dryosaurus,-106.078903,41.878601
18919,femur,Laosaurus n. sp. altus,Dryosaurus altus,species,362,,39,,Dryosaurus,-106.078903,41.878601
55863,femur,UNKNOWN,Dryosaurus altus,species,222,,22,,Dryosaurus,,
55864,femur,UNKNOWN,Dryosaurus altus,species,470,,,,Dryosaurus,,
86545,humerus,Dryosaurus altus,Dryosaurus altus,species,190,,,,Dryosaurus,-109.300552,40.441387
86546,humerus,Dryosaurus altus,Dryosaurus altus,species,63,,,,Dryosaurus,-109.300552,40.441387
86547,humerus,UNKNOWN,Dryosaurus altus,species,190,,,,Dryosaurus,,
86548,humerus,UNKNOWN,Dryosaurus altus,species,107,,,,Dryosaurus,,
86549,radius,UNKNOWN,Dryosaurus altus,species,146,,,,Dryosaurus,,
86550,ulna,UNKNOWN,Dryosaurus altus,species,152,,,,Dryosaurus,,
86551,ulna,UNKNOWN,Dryosaurus altus,species,152,,,,Dryosaurus,,
86552,femur,UNKNOWN,Dryosaurus altus,species,470,,,,Dryosaurus,,
86553,femur,UNKNOWN,Dryosaurus altus,species,360,,,,Dryosaurus,,
86554,femur,UNKNOWN,Dryosaurus altus,species,225,,,,Dryosaurus,,
86555,tibia,UNKNOWN,Dryosaurus altus,species,512,,,,Dryosaurus,,
86556,tibia,UNKNOWN,Dryosaurus altus,species,402,,,,Dryosaurus,,
86557,tibia,UNKNOWN,Dryosaurus altus,species,395,,,,Dryosaurus,,
86558,fibula,UNKNOWN,Dryosaurus altus,species,362,,,,Dryosaurus,,
86559,fibula,UNKNOWN,Dryosaurus altus,species,370,,,,Dryosaurus,,
18592,fibula,n. gen. Laelaps n. sp. aquilunguis,Dryptosaurus aquilunguis,species,787,,,270,Dryptosaurus,-75.160278,39.732777
18593,tibia,n. gen. Laelaps n. sp. aquilunguis,Dryptosaurus aquilunguis,species,830,,,258,Dryptosaurus,-75.160278,39.732777
18995,femur,n. gen. Laelaps n. sp. aquilunguis,Dryptosaurus aquilunguis,species,787.4,,,279.4,Dryptosaurus,-75.160278,39.732777
18996,humerus,n. gen. Laelaps n. sp. aquilunguis,Dryptosaurus aquilunguis,species,304.8,,,136.525,Dryptosaurus,-75.160278,39.732777
80265,femur,cf. Dryptosaurus sp.,Dryptosaurus,genus,781,,,,Dryptosaurus,-74.300003,40.299999
80266,tibia,cf. Dryptosaurus sp.,Dryptosaurus,genus,759,,,,Dryptosaurus,-74.300003,40.299999
79442,skull,Poekilopleuron ? n. sp. valesdunensis,Dubreuillosaurus valesdunensis,species,490,,,,Dubreuillosaurus,0.400000,49.416668
79443,femur,Poekilopleuron ? n. sp. valesdunensis,Dubreuillosaurus valesdunensis,species,450,,,,Dubreuillosaurus,0.400000,49.416668
18646,femur,UNKNOWN,Tyrannosaurus rex,species,1289,,,497,Tyrannosaurus,,
18647,tibia,UNKNOWN,Tyrannosaurus rex,species,1173,,,435,Tyrannosaurus,,
18648,fibula,UNKNOWN,Tyrannosaurus rex,species,982,,,147,Tyrannosaurus,,
18649,femur,Tyrannosaurus rex,Tyrannosaurus rex,species,1273,,,540,Tyrannosaurus,-106.455559,47.963890
18650,tibia,Tyrannosaurus rex,Tyrannosaurus rex,species,1199,,,468,Tyrannosaurus,-106.455559,47.963890
18651,fibula,Tyrannosaurus rex,Tyrannosaurus rex,species,1163,,,154,Tyrannosaurus,-106.455559,47.963890
18836,tibia,n. gen. Tyrannosaurus n. sp. rex,Tyrannosaurus rex,species,1140,,,,Tyrannosaurus,-105.839996,48.286839
18837,scapula,n. gen. Tyrannosaurus n. sp. rex,Tyrannosaurus rex,species,950,,,,Tyrannosaurus,-105.839996,48.286839
18838,femur,n. gen. Tyrannosaurus n. sp. rex,Tyrannosaurus rex,species,1300,,180,,Tyrannosaurus,-105.839996,48.286839
18991,ulna,Albertosaurus n. sp. megagracilis,Tyrannosaurus rex,species,131,,,,Tyrannosaurus,-107.083000,47.536201
19018,femur,UNKNOWN,Tyrannosaurus rex,species,1314.5,,,,Tyrannosaurus,,
61867,skull,UNKNOWN,Tyrannosaurus rex,species,1393.5,,945.0,,Tyrannosaurus,,
61868,scapulacoracoid,UNKNOWN,Tyrannosaurus rex,species,,,136.5,,Tyrannosaurus,,
61869,humerus,UNKNOWN,Tyrannosaurus rex,species,385,,56,,Tyrannosaurus,,
61870,radius,UNKNOWN,Tyrannosaurus rex,species,173,,27,,Tyrannosaurus,,
61871,ulna,UNKNOWN,Tyrannosaurus rex,species,214,,,,Tyrannosaurus,,
61872,tibia,UNKNOWN,Tyrannosaurus rex,species,1143,,165,,Tyrannosaurus,,
61873,fibula,UNKNOWN,Tyrannosaurus rex,species,1032,,105,,Tyrannosaurus,,
80396,scapula,UNKNOWN,Tyrannosaurus rex,species,950,,,,Tyrannosaurus,,
80397,humerus,UNKNOWN,Tyrannosaurus rex,species,360,,,,Tyrannosaurus,,
80398,femur,UNKNOWN,Tyrannosaurus rex,species,1280,,,,Tyrannosaurus,,
80399,tibia,UNKNOWN,Tyrannosaurus rex,species,1140,,,,Tyrannosaurus,,
80400,skull,Tyrannosaurus rex,Tyrannosaurus rex,species,1355,,,,Tyrannosaurus,-106.455559,47.963890
19077,radius,n. gen. Dyoplosaurus n. sp. acutosquameus,Dyoplosaurus acutosquameus,species,240,,,,Dyoplosaurus,-111.471733,50.749241
19078,femur,n. gen. Dyoplosaurus n. sp. acutosquameus,Dyoplosaurus acutosquameus,species,562,,,,Dyoplosaurus,-111.471733,50.749241
68885,skull,n. gen. Dyoplosaurus n. sp. acutosquameus,Dyoplosaurus acutosquameus,species,224,,350,,Dyoplosaurus,-111.471733,50.749241
68886,fibula,n. gen. Dyoplosaurus n. sp. acutosquameus,Dyoplosaurus acutosquameus,species,360,,,,Dyoplosaurus,-111.471733,50.749241
18985,femur,n. gen. Dysalotosaurus n. sp. lettowvorbecki,Dysalotosaurus lettowvorbecki,species,135,,,,Dysalotosaurus,39.221272,-9.684436
18986,tibia,n. gen. Dysalotosaurus n. sp. lettowvorbecki,Dysalotosaurus lettowvorbecki,species,152.5,,,,Dysalotosaurus,39.221272,-9.684436
86542,femur,n. gen. Dysalotosaurus n. sp. lettowvorbecki,Dysalotosaurus lettowvorbecki,species,204,,,,Dysalotosaurus,39.221272,-9.684436
86560,humerus,n. gen. Dysalotosaurus n. sp. lettowvorbecki,Dysalotosaurus lettowvorbecki,species,156,,,,Dysalotosaurus,39.221272,-9.684436
86561,humerus,n. gen. Dysalotosaurus n. sp. lettowvorbecki,Dysalotosaurus lettowvorbecki,species,144,,,,Dysalotosaurus,39.221272,-9.684436
86562,humerus,n. gen. Dysalotosaurus n. sp. lettowvorbecki,Dysalotosaurus lettowvorbecki,species,102,,,,Dysalotosaurus,39.221272,-9.684436
86563,humerus,n. gen. Dysalotosaurus n. sp. lettowvorbecki,Dysalotosaurus lettowvorbecki,species,68,,,,Dysalotosaurus,39.221272,-9.684436
86564,radius,n. gen. Dysalotosaurus n. sp. lettowvorbecki,Dysalotosaurus lettowvorbecki,species,105,,,,Dysalotosaurus,39.221272,-9.684436
86565,ulna,n. gen. Dysalotosaurus n. sp. lettowvorbecki,Dysalotosaurus lettowvorbecki,species,112,,,,Dysalotosaurus,39.221272,-9.684436
86566,ulna,n. gen. Dysalotosaurus n. sp. lettowvorbecki,Dysalotosaurus lettowvorbecki,species,120,,,,Dysalotosaurus,39.221272,-9.684436
86567,ulna,n. gen. Dysalotosaurus n. sp. lettowvorbecki,Dysalotosaurus lettowvorbecki,species,83,,,,Dysalotosaurus,39.221272,-9.684436
86568,tibia,n. gen. Dysalotosaurus n. sp. lettowvorbecki,Dysalotosaurus lettowvorbecki,species,210,,,,Dysalotosaurus,39.221272,-9.684436
86569,tibia,n. gen. Dysalotosaurus n. sp. lettowvorbecki,Dysalotosaurus lettowvorbecki,species,158,,,,Dysalotosaurus,39.221272,-9.684436
86570,femur,n. gen. Dysalotosaurus n. sp. lettowvorbecki,Dysalotosaurus lettowvorbecki,species,323,,,,Dysalotosaurus,39.221272,-9.684436
86571,femur,n. gen. Dysalotosaurus n. sp. lettowvorbecki,Dysalotosaurus lettowvorbecki,species,268,,,,Dysalotosaurus,39.221272,-9.684436
86572,femur,n. gen. Dysalotosaurus n. sp. lettowvorbecki,Dysalotosaurus lettowvorbecki,species,205,,,,Dysalotosaurus,39.221272,-9.684436
86573,femur,n. gen. Dysalotosaurus n. sp. lettowvorbecki,Dysalotosaurus lettowvorbecki,species,204,,,,Dysalotosaurus,39.221272,-9.684436
86574,femur,n. gen. Dysalotosaurus n. sp. lettowvorbecki,Dysalotosaurus lettowvorbecki,species,190,,,,Dysalotosaurus,39.221272,-9.684436
86575,femur,n. gen. Dysalotosaurus n. sp. lettowvorbecki,Dysalotosaurus lettowvorbecki,species,149,,,,Dysalotosaurus,39.221272,-9.684436
86576,femur,n. gen. Dysalotosaurus n. sp. lettowvorbecki,Dysalotosaurus lettowvorbecki,species,128,,,,Dysalotosaurus,39.221272,-9.684436
86577,femur,n. gen. Dysalotosaurus n. sp. lettowvorbecki,Dysalotosaurus lettowvorbecki,species,120,,,,Dysalotosaurus,39.221272,-9.684436
19079,humerus,n. gen. Dystrophaeus n. sp. viaemalae,Dystrophaeus viaemalae,species,765,,78,,Dystrophaeus,-109.319168,38.122501
83954,scapula,n. gen. Dystrophaeus n. sp. viaemalae,Dystrophaeus viaemalae,species,680,,,,Dystrophaeus,-109.319168,38.122501
83955,? ulna,n. gen. Dystrophaeus n. sp. viaemalae,Dystrophaeus viaemalae,species,,,,,Dystrophaeus,-109.319168,38.122501
83456,scapulocoracoid,n. gen. Supersaurus n. sp. vivianae,Supersaurus vivianae,species,2440,,,,Supersaurus,-108.397202,38.583099
83457,scapulocoracoid,n. gen. Supersaurus n. sp. vivianae,Supersaurus vivianae,species,2740,,,,Supersaurus,-108.397202,38.583099
83458,scapulocoracoid,n. gen. Ultrasaurus n. sp. macintoshi,Supersaurus vivianae,species,2700,,,,Supersaurus,-108.397202,38.583099
83459,scapula,UNKNOWN,Supersaurus vivianae,species,1990,,220,,Supersaurus,,
83460,coracoid,UNKNOWN,Supersaurus vivianae,species,510,,570,,Supersaurus,,
83461,coracoid,UNKNOWN,Supersaurus vivianae,species,540,,840,,Supersaurus,,
83462,scapula,UNKNOWN,Supersaurus vivianae,species,840,,120,,Supersaurus,,
83463,coracoid,UNKNOWN,Supersaurus vivianae,species,230,,250,,Supersaurus,,
83464,scapula,UNKNOWN,Supersaurus vivianae,species,1930,,270,,Supersaurus,,
83465,coracoid,UNKNOWN,Supersaurus vivianae,species,450,,840,,Supersaurus,,
79451,skull,UNKNOWN,Torvosaurus tanneri,species,1310,,,,Torvosaurus,,
79452,humerus,UNKNOWN,Torvosaurus tanneri,species,412,,,,Torvosaurus,,
79453,humerus,UNKNOWN,Torvosaurus tanneri,species,429,,,,Torvosaurus,,
79454,radi,UNKNOWN,Torvosaurus tanneri,species,187,,,,Torvosaurus,,
79455,ulna,UNKNOWN,Torvosaurus tanneri,species,225,,,,Torvosaurus,,
79456,ulna,UNKNOWN,Torvosaurus tanneri,species,229,,,,Torvosaurus,,
79457,tibia,UNKNOWN,Torvosaurus tanneri,species,725,,,,Torvosaurus,,
79458,fibula,UNKNOWN,Torvosaurus tanneri,species,686,,,,Torvosaurus,,
79459,fibula,UNKNOWN,Torvosaurus tanneri,species,688,,,,Torvosaurus,,
18839,scapula,Anatosaurus sp.,Edmontosaurus,genus,900,,220,,Edmontosaurus,-106.757843,47.574532
18840,coracoid,Anatosaurus sp.,Edmontosaurus,genus,215,,,,Edmontosaurus,-106.757843,47.574532
18841,humerus,Anatosaurus sp.,Edmontosaurus,genus,610,,,255,Edmontosaurus,-106.757843,47.574532
18842,ulna,Anatosaurus sp.,Edmontosaurus,genus,680,,,190,Edmontosaurus,-106.757843,47.574532
18843,radius,Anatosaurus sp.,Edmontosaurus,genus,620,,,175,Edmontosaurus,-106.757843,47.574532
18844,femur,Anatosaurus sp.,Edmontosaurus,genus,1150,,,,Edmontosaurus,-106.757843,47.574532
18845,tibia,Anatosaurus sp.,Edmontosaurus,genus,1020,,,,Edmontosaurus,-106.757843,47.574532
18846,fibula,Anatosaurus sp.,Edmontosaurus,genus,970,,,,Edmontosaurus,-106.757843,47.574532
18847,scapula,Claosaurus n. sp. annectens,Edmontosaurus annectens,species,810,,200,,Edmontosaurus,-104.531403,43.341301
18848,humerus,Claosaurus n. sp. annectens,Edmontosaurus annectens,species,501,,,,Edmontosaurus,-104.531403,43.341301
18849,ulna,Claosaurus n. sp. annectens,Edmontosaurus annectens,species,500,,,170,Edmontosaurus,-104.531403,43.341301
18850,radius,Claosaurus n. sp. annectens,Edmontosaurus annectens,species,440,,,120,Edmontosaurus,-104.531403,43.341301
18851,femur,Claosaurus n. sp. annectens,Edmontosaurus annectens,species,1040,,,,Edmontosaurus,-104.531403,43.341301
18852,tibia,Claosaurus n. sp. annectens,Edmontosaurus annectens,species,870,,,,Edmontosaurus,-104.531403,43.341301
18853,fibula,Claosaurus n. sp. annectens,Edmontosaurus annectens,species,820,,,,Edmontosaurus,-104.531403,43.341301
83997,scapula,Thecodontosaurus n. sp. diagnosticus,Efraasia minor,species,,,24,,Efraasia,8.976400,49.064400
83998,scapula,Thecodontosaurus n. sp. diagnosticus,Efraasia minor,species,173,,20,,Efraasia,8.976400,49.064400
83999,scapula,Thecodontosaurus n. sp. diagnosticus,Efraasia minor,species,,,19,,Efraasia,8.976400,49.064400
84000,humerus,Thecodontosaurus n. sp. diagnosticus,Efraasia minor,species,175,,,,Efraasia,8.976400,49.064400
84001,humerus,Thecodontosaurus n. sp. diagnosticus,Efraasia minor,species,150,,12,,Efraasia,8.976400,49.064400
84002,radius,Thecodontosaurus n. sp. diagnosticus,Efraasia minor,species,92,,9,,Efraasia,8.976400,49.064400
84003,ulna,Thecodontosaurus n. sp. diagnosticus,Efraasia minor,species,86,,12,,Efraasia,8.976400,49.064400
84004,femur,Thecodontosaurus n. sp. diagnosticus,Efraasia minor,species,222,,22,,Efraasia,8.976400,49.064400
84005,femur,Thecodontosaurus n. sp. diagnosticus,Efraasia minor,species,230,,22,,Efraasia,8.976400,49.064400
84006,tibia,Thecodontosaurus n. sp. diagnosticus,Efraasia minor,species,216,,,,Efraasia,8.976400,49.064400
84007,fibula,Thecodontosaurus n. sp. diagnosticus,Efraasia minor,species,218,,10,,Efraasia,8.976400,49.064400
79399,skull,n. gen. Ekrixinatosaurus n. sp. novasi,Ekrixinatosaurus novasi,species,830,,,,Ekrixinatosaurus,-69.133331,-38.033333
79400,femur,n. gen. Ekrixinatosaurus n. sp. novasi,Ekrixinatosaurus novasi,species,770,,,,Ekrixinatosaurus,-69.133331,-38.033333
79401,tibia,n. gen. Ekrixinatosaurus n. sp. novasi,Ekrixinatosaurus novasi,species,690,,,,Ekrixinatosaurus,-69.133331,-38.033333
18568,femur,n. gen. Elaphrosaurus n. sp. bambergi,Elaphrosaurus bambergi,species,519,,,165,Elaphrosaurus,39.228348,-9.681635
18569,tibia,n. gen. Elaphrosaurus n. sp. bambergi,Elaphrosaurus bambergi,species,608,,,132,Elaphrosaurus,39.228348,-9.681635
78807,tibia,Elaphrosaurus iguidiensis,Elaphrosaurus,genus,350,,,,Elaphrosaurus,9.566667,28.500000
78826,humerus,n. gen. Elaphrosaurus n. sp. bambergi,Elaphrosaurus bambergi,species,262,,,,Elaphrosaurus,39.228348,-9.681635
78827,femur,n. gen. Elaphrosaurus n. sp. bambergi,Elaphrosaurus bambergi,species,520,,,,Elaphrosaurus,39.228348,-9.681635
78828,tibia,n. gen. Elaphrosaurus n. sp. bambergi,Elaphrosaurus bambergi,species,608,,,,Elaphrosaurus,39.228348,-9.681635
18832,tibia,Apatosaurus excelsus,Brontosaurus excelsus,species,1080,,,,Brontosaurus,-106.048615,42.017776
18833,fibula,Apatosaurus excelsus,Brontosaurus excelsus,species,1130,,,,Brontosaurus,-106.048615,42.017776
18834,femur,Apatosaurus excelsus,Brontosaurus excelsus,species,1640,,,730,Brontosaurus,-106.048615,42.017776
18835,tibia,Apatosaurus excelsus,Brontosaurus excelsus,species,,,,480,Brontosaurus,-106.048615,42.017776
18938,humerus,Brontosaurus parvus,Brontosaurus parvus,species,1100,,,,Brontosaurus,-105.908501,42.152802
18939,radius,Brontosaurus parvus,Brontosaurus parvus,species,755,,127,,Brontosaurus,-105.908501,42.152802
18940,ulna,Brontosaurus parvus,Brontosaurus parvus,species,740,,,,Brontosaurus,-105.908501,42.152802
83670,femur,Eobrontosaurus yahnahpin,Brontosaurus yahnahpin,species,1598,,,,Brontosaurus,-105.224701,38.539501
83671,tibia,Eobrontosaurus yahnahpin,Brontosaurus yahnahpin,species,1001,,,,Brontosaurus,-105.224701,38.539501
97680,femur,Brontosaurus excelsus,Brontosaurus excelsus,species,1830,,310,,Brontosaurus,-108.728699,39.128502
86540,femur,UNKNOWN,Elrhazosaurus nigeriensis,species,75,,,,Elrhazosaurus,,
86541,femur,UNKNOWN,Elrhazosaurus nigeriensis,species,230,,,,Elrhazosaurus,,
18832,tibia,Apatosaurus excelsus,Brontosaurus excelsus,species,1080,,,,Brontosaurus,-106.048615,42.017776
18833,fibula,Apatosaurus excelsus,Brontosaurus excelsus,species,1130,,,,Brontosaurus,-106.048615,42.017776
18834,femur,Apatosaurus excelsus,Brontosaurus excelsus,species,1640,,,730,Brontosaurus,-106.048615,42.017776
18835,tibia,Apatosaurus excelsus,Brontosaurus excelsus,species,,,,480,Brontosaurus,-106.048615,42.017776
18938,humerus,Brontosaurus parvus,Brontosaurus parvus,species,1100,,,,Brontosaurus,-105.908501,42.152802
18939,radius,Brontosaurus parvus,Brontosaurus parvus,species,755,,127,,Brontosaurus,-105.908501,42.152802
18940,ulna,Brontosaurus parvus,Brontosaurus parvus,species,740,,,,Brontosaurus,-105.908501,42.152802
83670,femur,Eobrontosaurus yahnahpin,Brontosaurus yahnahpin,species,1598,,,,Brontosaurus,-105.224701,38.539501
83671,tibia,Eobrontosaurus yahnahpin,Brontosaurus yahnahpin,species,1001,,,,Brontosaurus,-105.224701,38.539501
97680,femur,Brontosaurus excelsus,Brontosaurus excelsus,species,1830,,310,,Brontosaurus,-108.728699,39.128502
18949,femur,Chasmosaurus belli,Chasmosaurus belli,species,749.3,,,,Chasmosaurus,-111.596626,50.781799
18950,tibia,Chasmosaurus belli,Chasmosaurus belli,species,533.4,,,,Chasmosaurus,-111.596626,50.781799
18951,fibula,Chasmosaurus belli,Chasmosaurus belli,species,482.6,,,,Chasmosaurus,-111.596626,50.781799
18952,humerus,Chasmosaurus belli,Chasmosaurus belli,species,508,,,,Chasmosaurus,-111.596626,50.781799
18953,ulna,Chasmosaurus belli,Chasmosaurus belli,species,431.8,,,,Chasmosaurus,-111.596626,50.781799
18954,radius,Chasmosaurus belli,Chasmosaurus belli,species,317.5,,,,Chasmosaurus,-111.596626,50.781799
18955,humerus,Chasmosaurus russelli,Chasmosaurus russelli,species,546.1,,,,Chasmosaurus,-111.489265,50.745419
68897,scapula,n. gen. Eocursor n. sp. parvus,Eocursor parvus,species,74,,8,,Eocursor,27.341667,-29.219999
68898,humerus,n. gen. Eocursor n. sp. parvus,Eocursor parvus,species,67.0,,5.7,,Eocursor,27.341667,-29.219999
68899,radius,n. gen. Eocursor n. sp. parvus,Eocursor parvus,species,42,,,,Eocursor,27.341667,-29.219999
68900,femur,n. gen. Eocursor n. sp. parvus,Eocursor parvus,species,109.0,,9.6,,Eocursor,27.341667,-29.219999
68901,tibia,n. gen. Eocursor n. sp. parvus,Eocursor parvus,species,136,,10,,Eocursor,27.341667,-29.219999
68902,fibula,n. gen. Eocursor n. sp. parvus,Eocursor parvus,species,111,,4,,Eocursor,27.341667,-29.219999
68903,femur,n. gen. Eocursor n. sp. parvus,Eocursor parvus,species,109.0,,9.8,,Eocursor,27.341667,-29.219999
68904,tibia,n. gen. Eocursor n. sp. parvus,Eocursor parvus,species,138,,,,Eocursor,27.341667,-29.219999
56324,skull,n. gen. Eodromaeus n. sp. murphi,Eodromaeus murphi,species,120,,,,Eodromaeus,-67.936386,-30.067778
56325,humerus,n. gen. Eodromaeus n. sp. murphi,Eodromaeus murphi,species,85,,,,Eodromaeus,-67.936386,-30.067778
56326,radius,n. gen. Eodromaeus n. sp. murphi,Eodromaeus murphi,species,64,,,,Eodromaeus,-67.936386,-30.067778
56327,femur,n. gen. Eodromaeus n. sp. murphi,Eodromaeus murphi,species,160,,,,Eodromaeus,-67.936386,-30.067778
56328,tibia,n. gen. Eodromaeus n. sp. murphi,Eodromaeus murphi,species,165,,,,Eodromaeus,-67.936386,-30.067778
78434,scapula,n. gen. Eodromaeus n. sp. murphi,Eodromaeus murphi,species,86,,11,,Eodromaeus,-67.936386,-30.067778
78435,coracoid,n. gen. Eodromaeus n. sp. murphi,Eodromaeus murphi,species,21,,45,,Eodromaeus,-67.936386,-30.067778
78436,ulna,n. gen. Eodromaeus n. sp. murphi,Eodromaeus murphi,species,76,,,,Eodromaeus,-67.936386,-30.067778
78437,femur,n. gen. Eodromaeus n. sp. murphi,Eodromaeus murphi,species,141,,,,Eodromaeus,-67.936386,-30.067778
78438,tibia,n. gen. Eodromaeus n. sp. murphi,Eodromaeus murphi,species,154,,10,,Eodromaeus,-67.936386,-30.067778
78439,fibula,n. gen. Eodromaeus n. sp. murphi,Eodromaeus murphi,species,132,,,,Eodromaeus,-67.936386,-30.067778
88040,femur,Eolambia caroljonesa,Eolambia caroljonesa,species,800,,,,Eolambia,-111.261536,38.690239
88041,femur,Eolambia caroljonesa,Eolambia caroljonesa,species,470,,,,Eolambia,-111.261536,38.690239
88042,femur,Eolambia caroljonesa,Eolambia caroljonesa,species,390,,,,Eolambia,-111.261536,38.690239
88043,femur,Eolambia caroljonesa,Eolambia caroljonesa,species,380,,,,Eolambia,-111.261536,38.690239
88044,femur,Eolambia caroljonesa,Eolambia caroljonesa,species,380,,,,Eolambia,-111.261536,38.690239
88045,femur,Eolambia caroljonesa,Eolambia caroljonesa,species,320,,,,Eolambia,-111.261536,38.690239
88046,femur,Eolambia caroljonesa,Eolambia caroljonesa,species,320,,,,Eolambia,-111.261536,38.690239
88047,femur,Eolambia caroljonesa,Eolambia caroljonesa,species,270,,,,Eolambia,-111.261536,38.690239
88048,femur,Eolambia caroljonesa,Eolambia caroljonesa,species,170,,,,Eolambia,-111.261536,38.690239
56334,skull,n. gen. Eoraptor n. sp. lunensis,Eoraptor lunensis,species,114,,,,Eoraptor,-68.904999,-31.101110
56335,humerus,n. gen. Eoraptor n. sp. lunensis,Eoraptor lunensis,species,85,,,,Eoraptor,-68.904999,-31.101110
56336,radius,n. gen. Eoraptor n. sp. lunensis,Eoraptor lunensis,species,63,,,,Eoraptor,-68.904999,-31.101110
56337,femur,n. gen. Eoraptor n. sp. lunensis,Eoraptor lunensis,species,152,,,,Eoraptor,-68.904999,-31.101110
